index,comments,Label,LabelConfidence
17256296,"My order was with no beans. When handed to me I asked/clarified no beans. They said no, didn’t put beans on the salad. Got back to my meeting and guess what - beans! Had to throw away as I could not leave meeting to take ot back to cafeteria.",Wrong or missing order,1
17248889,All were very good,Global positive feedbacks,1
17253232,Great service to the office door in minutes,"Good services,Arrived on time","1,1"
17249789,Barbara has more flavor. This did not,Other,1
17253184,Great sandwich,Good taste,1
17253151,Great lunch,"Good taste,Good food quality","1,1"
17251817,Excellent!!!! Omelettes are back!!!!!,"Good food quality,Good taste","1,1"
17249053,An easy side salad would be a great add to your menu.,Not enough options,1
17252980,Grand! Thank you,Global positive feedbacks,1
17255223,Kelly was good to change my order,Good services,1
17257088,"Not easy to eat , noodles and chicken were in separate foil containers. Very difficult to mix the two. Would be easier if it came in one container already mixed.",Inappropriate packaging,1
17255229,Kill mqyiynthc he was in II,Other,1
17252850,"Getting very low on options for fruit, protein shakes etc.",Not enough options,1
17252873,Good amazing as usual,Global positive feedbacks,1
17257702,Potatoes weren’t fully cooked,Bad quality or taste,1
17250851,Cut the labor to make your own chips and price in a bag of normal chips or ruffles etc,Other,1
17255185,Jo was amazing as always,Good services,1
17257690,"Portions could be a bit bigger, especially with chips but everything else is brilliant, great customer service from the ladies and the food is nice","Portion too small,Good services,Good food quality,Good taste","1,1,1,1"
17251143,Everything is good.,Global positive feedbacks,1
17253282,"Great taste, good portion. Helpful staff. At first unclear that grab-n-go can be taken straight from the display.","Good taste,Good services","1,1"
17252796,Friendly and welcoming as usual,Good services,1
17256833,Naan bread was missing,Wrong or missing order,1
17255836,Little confusing what I’m supposed to do after I pick up my food,Global negative feedbacks,1
17257234,Only got 4 onion rings for my order. If I was paying I would have come back,Portion too small,1
17252820,"Fries were great, chicken was over cooked too crispy.","Good taste,Bad quality or taste","1,1"
17250821,Crisps were wrong - I ordered baked walkers and got normal walkers,Wrong or missing order,1
17254808,I placed my order n it was accepted and stated it was being prepared. When I went to get it the order was never received . He was nice about it n then made my breakfast.,"Wrong or missing order,Good services","1,1"
17257554,"Please change the app, I do not want to rate my experience every single time I open this app.",App to improve,1
17252040,Food choices are very limited,Not enough options,1
17257099,Not enough meat in the omelet,Portion too small,1
17257473,Perfecto ☕️,Global positive feedbacks,1
17251251,Excellent hotpot today,Good taste,1
17250241,Coffee was really bad today. Tasted burnt. Was really watery.,Bad quality or taste,1
17257224,Only 1 sandwich left at 12. No salads or any other choice available,Product not available,1
17257009,"No matter how you prepare your chicken breast, they are all dry, hard to chew and unflavorful.""",Bad quality or taste,1
17252262,Forgot my chicken,Wrong or missing order,1
17249045,Amazing. Perfect. The only thing missing was the thing I forgot to order. Perfection.,Global positive feedbacks,1
17257606,"Please stop putting the lettuce next to the warm protein when assembling, the lettuce immediately wilts",Inappropriate packaging,1
17253260,Great staff & Food! Very good eating experience.,"Good services,Good taste,Good food quality","1,1,1"
17255004,Is it possible to have some higher protein content vegetarian options?,Not enough options,1
17249229,Awesome 👏🏿,Global positive feedbacks,1
17249939,Breakfast was good.,"Good food quality,Good taste","1,1"
17253071,Great food and service,"Good food quality,Good taste,Good services","1,1,1"
17250016,by,Other,1
17251171,Everything was great!,Global positive feedbacks,1
17252276,Forgot to put cheese on my eggs this morning/ paid for the cheese,Wrong or missing order,1
17250873,Deep fired not healthy,Bad quality or taste,1
17250233,Coffee was delicious and latte art was great!,Good taste,1
17254982,Including sauces is wasteful I only throw them away. The app asks if I want sauce to which I reply no.,Packaging not sustainable,1
17254908,I was very very good yummy,Good taste,1
17254065,I didn’t get the things I listed in special instructions.,Wrong or missing order,1
17253278,"Great system, great serviceWould like to see less packaging and metal cutlery back.","Good services,Packaging not sustainable","1,1"
17252985,Gravy was the perfect thickness,Global positive feedbacks,1
17253263,Great staff and the sandwich tasted,"Good services,Good taste","1,1"
17256051,Many thanks Ladies,Good services,1
17248888,All ways service with a smile.,Good services,1
17252010,"Fish was overcooked and chewy with no flavor. Spinach was bland, soggy and over cooked",Bad quality or taste,1
17256970,No cover available on thr 16oz cup,Inappropriate packaging,1
17249144,"Arrived on time, all good","Arrived on time,Global positive feedbacks","1,1"
17257294,Order was lost in system. Staff was very nice about it and did everything they could.,"Wrong or missing order,Good services","1,1"
17257795,really bad today. the steamed rice wasn't cooked and was crunchy and the meat was fatty and tough. I ordered the rosemary steak but what I got looked like mystery meat.,"Bad quality or taste,Wrong or missing order","1,1"
17250230,Coffee to hot,Bad food temperature,1
17257737,Proper portion 👍,Global positive feedbacks,1
17248924,Always fantastic keep up the good work,Global positive feedbacks,1
17257182,On the dry side. Maybe more sauce?,Bad quality or taste,1
17257227,Only 2 chicken strips? Why is there a chicken shortage? Is this a junior meal? We are adults paying for a decent portion.,Portion too small,1
17248917,Always amazing.,Global positive feedbacks,1
17257119,Not hot,Bad food temperature,1
17252170,"Food was great as always, BUT very few chips though.","Good food quality,Good taste,Portion too small","1,1,1"
17257765,Quick and the food quality is great.,"Good food quality,Arrived on time","1,1"
17250024,Cafe staff is superior in customer service and the food taste great!,"Good taste,Good services","1,1"
17251080,Egg was done perfectly!,Good food quality,1
17252039,Food choices are limited,Not enough options,1
17256280,My order has not arrived and the help support service have still not got back to me. The order is showing as been delivered but it is not at my delivery point.,"Wrong or missing order,Bad service","1,1"
17251794,"Excellent service""",Good services,1
17251113,Even though I ordered at 7:17 and was to have ready at 8:10. I asked the chef if they have my order at 8:14. They stated they did not receive the ticket. I showed my phone and they created the order. Not sure why my ticket was not generated on their end.,Wrong or missing order,1
17254056,I did not receive 10 dollars off my first order.,Global negative feedbacks,1
17257685,Portion was too small,Portion too small,1
17249912,Both times I’ve ordered lunch it has been excellent! Really enjoy the top quality ingredients.,"Good food quality,Good taste","1,1"
17257728,Prices a little high,Too expensive,1
17257356,Ordered mushrooms for my omelet they were missing from my omlette,Wrong or missing order,1
17256917,Nice having food back thanks,Global positive feedbacks,1
17257648,Portion a bit small,Portion too small,1
17248883,All was good.,Global positive feedbacks,1
17254004,I appreciated the new protein option for tofu.,Global positive feedbacks,1
17250827,Cubed turkey isn't very good. Sliced turkey was better.,Bad quality or taste,1
17251027,Disappointed to not have received 20% off first order. And used during 22 days of Xmas and not received 10% off.,Global negative feedbacks,1
17256062,Masala Chicken is good in general. Should put less sodium to the polenta. It is too salty.,"Good food quality,Bad quality or taste","1,1"
17250887,Delicious and punctual! Greatly appreciated :),"Good taste,Arrived on time","1,1"
17256111,Missed item from order,Wrong or missing order,1
17253817,Great 👍🏿,Global positive feedbacks,1
17250954,"description said sweet potato fries, but only french fries were available",Product not available,1
17249807,Beautifully presented amazingly delicious tasting food & really good coffee!! This place is Winning!!,"Global positive feedbacks,Good taste","1,1"
17255908,Love the sandwiches!,Good taste,1
17254210,I loved the turkey and the carrots,Good taste,1
17253843,Ground chicken??,Other,1
17256102,Milk was over steamed,Bad quality or taste,1
17254010,"I asked for crispy bacon and it was practically raw, egg over cooked. It was ice cold","Bad quality or taste,Bad food temperature","1,1"
17251263,Excellent ser,Good services,1
17250955,"Description says fried egg, but they keep making these with scrambled eggs. Disappointing.",Wrong or missing order,1
17250008,"But the vendor option, Artemis, was awful - the pitta was way too oily and the falafel was incredibly dry - would not choose again.""",Bad quality or taste,1
17254178,"I know the grill staff was super busy, but I felt they did a great job! HAPPY HOLIDAYS!!!",Good services,1
17257565,"Please give the opportunity to be able to for example deselect items like cheese- then you would have more options if you have a food intolerance, thanks""",Not enough options,1
17248796,"A microwave 'toastie' is a terrible, soggy, affair. Suggest use panini instead or something that actually reheats OK.""",Bad quality or taste,1
17254126,I had asked for my eggs to be cooked well done. They had runny yolks.,"Bad quality or taste,Bad service","1,1"
17250087,Cheaper to encourage people to dine in,Too expensive,1
17250264,"Cons..it's hard to reach foods in the back , top glass cover causes plp breathing over food in the front. sm containers packets for salad dressing. Add Strawberries, blueberries etc to salad bar?""","Inappropriate packaging,Global negative feedbacks,Not enough options","1,1,1"
17256834,Naan too dry,Bad quality or taste,1
17252245,For a salad I'd hope for a larger portion (more greens).,Portion too small,1
17254112,I got chicken tenders and tater tots. Made my stomach upset. Pickup time was not accurate and was mislabeled.,"Bad quality or taste,Waited too long,App to improve","1,1,1"
17255903,Love the poke bowls!! Thank you,Good taste,1
17253109,Great food. Thanks Rebecca and Doug.,"Good food quality,Good taste,Global positive feedbacks","1,1,1"
17248964,Always such a friendly greeting. Lovely way to start the day.,Good services,1
17255973,Lovely curry but portion size left a little to be desired. Quite small☹️,"Good taste,Portion too small","1,1"
17257150,Not well advertised that you do not take cash.,Global negative feedbacks,1
17251974,First time ordering and it was so easy and the food was great and well priced! Very happy,"Good food quality,Good taste,Global positive feedbacks","1,1,1"
17249248,B .b.m.lmul mo,Other,1
17251808,Excellent thank you,Global positive feedbacks,1
17252171,Food was great but didnt seem much of as it was in a large tub instead of 2 small ones,"Good taste,Good food quality,Portion too small","1,1,1"
17256161,Mixed up order. Did not have egg or cabbage as indicated.,Wrong or missing order,1
17255284,Leigh should get a promotion and extra holidays,Good services,1
17251077,Efficiently delivered and very tasty,"Good taste,Arrived on time,Good services","1,1,1"
17255847,Looked great and was extremely yummy although didn’t get 50% off my meal.,"Good taste,Global positive feedbacks,Global negative feedbacks","1,1,1"
17248792,A lot of ingredients were out and I was not given the option to replace toppings. Wait was very long.,"Waited too long,Product not available","1,1"
17254875,"I visited pantry at 1:45 but no one was there, I have to look for the food myself","Global negative feedbacks,Bad service","1,1"
17255144,It’s good to go grab your food and drink to smiling faces who greet you by your name. Thank you!,Good services,1
17257629,Poor chicken to rice ratio,Portion too small,1
17256152,"Missing sausages from the order. Ordered for 10am, got it around 1030","Wrong or missing order,Waited too long","1,1"
17253014,Great bao and loved the spice but wish the description told me of it.,"Good taste,App to improve","1,1"
17257248,Order 25 mins late break over,Waited too long,1
17250031,Callum was friendly and helpful as always,Good services,1
17256136,Missing food but it was corrected,"Good services,Wrong or missing order","1,1"
17253185,Great sandwich and broccoli. Thanks Angel,"Good taste,Good food quality","1,1"
17250198,Chocolate was melted as put in bag with pizza,"Inappropriate packaging,Bad quality or taste","1,1"
17257259,order did not reflect what I had entered into the app. when I asked about it was told to take it or submit a new order ...,"Wrong or missing order,Bad service","1,1"
17252812,Fries need to be in better packaging to avoid air being trapped and making them soggy.,Inappropriate packaging,1
17255182,Jo is ace,Good services,1
17250819,Courgette cake is the best vegan cake so far! Loved it,"Good taste,Good food quality","1,1"
17248930,Always friendly service from the girl who works here,Good services,1
17253117,Great hampers made cheryl!,Good taste,1
17255818,Limited options,Not enough options,1
17251906,Fantastic service!!!,Good services,1
17255014,Isn’t there supposed to be egg in the Cobb salad?,Global negative feedbacks,1
17255877,Love the ability to order on the app. Great service!,"Good services,App works well","1,1"
17254078,I didn't visit today and got three notifications!,"App to improve,Global negative feedbacks","1,1"
17250882,delicious and huge! would habe ordered two if i had the space,"Good taste,Global positive feedbacks","1,1"
17254071,I didn’t load the other day,Other,1
17255169,I've ordered this a few times and it's different each time. Today wasn't as good.,Bad quality or taste,1
17256935,"No avacado, though it's pictured on the menu",Misleading images,1
17252275,Forgot to put cheese on chicken,Wrong or missing order,1
17254942,I’d give up on the Currie chick’n salad sandwich,Global negative feedbacks,1
17257332,"Ordered a potato bun, received a wheat bun.",Wrong or missing order,1
17252229,"Food was very hot, but had leaked a bit. Super tasty and good value.","Bad food temperature,Good taste,Inappropriate packaging","1,1,1"
17254923,I wish the items would be prepared closer to the time you select to pick up. I didn’t select “ASAP”; I gave a specific time. I’d rather not have something sit under a warmer for so long.,"Global negative feedbacks,Bad service","1,1"
17250864,Deb rocks :-),Good services,1
17256895,New naan poor,Other,1
17253262,Great staff and food!,"Good food quality,Good taste,Good services","1,1,1"
17248978,Amazing,Global positive feedbacks,1
17257583,Please offer more gluten free options besides salad!,Not enough options,1
17252090,Food nice but given a cheese and tomato pizza and not pepperoni as ordered.,"Good taste,Wrong or missing order","1,1"
17256983,"No flavor, it was just tortilla and lettuce and barely any chicken",Bad quality or taste,1
17251916,Fantastic! Thank you for the fruit infused water,Global positive feedbacks,1
17249816,Beef was a bit grim,Bad quality or taste,1
17257137,Not sure if I was refunded again for there being no vegetables,Wrong or missing order,1
17255861,Love comfort food Mondays. 😁,"Global positive feedbacks,Good services,Good taste","1,1,1"
17256922,"Nice potatoes, but no butter? It's very important!","Good taste,Wrong or missing order","1,1"
17248976,Always with a smile,Good services,1
17256195,most excellent,Global positive feedbacks,1
17251249,Excellent from start to finish. Food was delish!,"Good taste,Global positive feedbacks,Good services","1,1,1"
17257018,No options. Cost is high,"Not enough options,Too expensive","1,1"
17254993,Initial use of app wasn't clear,App to improve,1
17250027,Callum great as always,Good services,1
17248980,AMAZING ALL AROUND,Global positive feedbacks,1
17253979,How come only 1/12 sausages instead of 2 today,Portion too small,1
17256023,Loyalty not working,Global negative feedbacks,1
17256142,Missing item. Staff were brilliant to supply. Seems to be fault with app,"App to improve,Wrong or missing order,Good services","1,1,1"
17257281,"Order ticket got ""lost"" and wasnt made - extra wait time until team figured out where the ticket was and who should make.","Wrong or missing order,Waited too long","1,1"
17255141,It’s always a pleasure!!!,Global positive feedbacks,1
17249243,Awful. Bringing my own lunch,Bad quality or taste,1
17255134,It would be nice if there's more vegan options.,Not enough options,1
17250932,Delicious! Thanks,Good taste,1
17254238,I ordered a double cheeseburger but it was only a single and the patty was really small compared to the bun.,"Wrong or missing order,Portion too small","1,1"
17255806,lettuce a bit brown and soggy this time.,Bad quality or taste,1
17249817,Beef was a bit tough,Bad quality or taste,1
17256044,Make the salad larger and add more shrimp. The shrimp were tiny and tasted boiled.,"Bad quality or taste,Portion too small","1,1"
17252924,Good scrambled eggs and crispy bacon,Good taste,1
17252931,Good service. Thanks!,Good services,1
17256860,Need more vegetables,Portion too small,1
17256036,Mac n cheese was too dry,Bad quality or taste,1
17255923,Love this place,Global positive feedbacks,1
17252834,Fukuro is good. If there are other dishes from Fukuro that would be great.,Global positive feedbacks,1
17253936,Hfgdhfhfj,Other,1
17253060,Great experience!,Global positive feedbacks,1
17252865,Go Steelers,Other,1
17257179,Omg this dish is SO GOOD,Good taste,1
17251107,Epic team!,Good services,1
17251986,"Firstly, came without mac&cheese. Then once I bit into the sandwich, found that the chicken was totally raw","Wrong or missing order,Bad quality or taste","1,1"
17248855,All good excellent barista art from poppy,"Good taste,Good services","1,1"
17254047,I did not get avocado in my meal even though I paid for it. Can I get a refund?,"Wrong or missing order,Global negative feedbacks","1,1"
17252198,"Food was not hot, more cold especially hashbrowns. All tasted good.","Good taste,Bad food temperature","1,1"
17252795,Friendly and professional staff really helps to make the experience complete!,Good services,1
17250980,Did not receive food. Was thrown out or stolen. I heard from front desk a lot of food was not cooked properly so it was thrown out.,"Wrong or missing order,Bad quality or taste","1,1"
17257636,Pop up food was amazing today,"Good taste,Good food quality","1,1"
17257308,Order was prepared well as per given instructions,Good services,1
17248813,Absolutely delicious salad.,Good taste,1
17257381,Outrageous as allways,"Bad quality or taste,Global negative feedbacks","1,1"
17250074,Cc,Other,1
17250901,Delicious food and great service.,"Good services,Good taste","1,1"
17255206,Justine is always the best,Good services,1
17249919,"Bread on the Banmi was soggy, coleslaw was awful""",Bad quality or taste,1
17257249,Order 3 eggs and only received 1,Wrong or missing order,1
17253818,Great 👍🏿 job,"Good services,Global positive feedbacks","1,1"
17257379,Out of stock with Pumpkin sauce,Product not available,1
17257318,"Order wasn’t marked as Completed until just now (about 1 hour after promised time). Food was actually done a while ago and just sitting there. For past couple orders, it was the opposite issue where order was marked Completed before it was ready.","Waited too long,Bad service","1,1"
17257458,Perfect time,Arrived on time,1
17256201,"Much appreciated!""",Global positive feedbacks,1
17253285,"Great tasting food, delivered on time and when I had a question around the dietary concerns of the product it was answered same day before delivery which was really useful.","Good taste,Arrived on time,Good services","1,1,1"
17257453,Perfect coffee👍,Good taste,1
17249141,"Arrived at 12 10. Since order was not ready, I just left and went elsewhere.",Waited too long,1
17248907,"Although tasty, the sausages all had a few bits of unpleasant gristle in them.","Good taste,Bad quality or taste","1,1"
17253188,Great selection of cold sandwiches!,"Good taste,Global positive feedbacks","1,1"
17254959,"If I’m in the cafeteria, I want to simply order my food with a person, not be told to go talk to a computer to order. The app option is nice but we’ve lost the human factor... not cool.","Bad service,App to improve","1,1"
17257780,Ramen was a bit bland and I was missing my egg. Would have loved to have soy sauce available.,"Wrong or missing order,Bad quality or taste,Not enough options","1,1,1"
17253141,Great Job! Thanks Sodexo Team!!!,"Good services,Global positive feedbacks","1,1"
17251237,Excellent food,Good taste,1
17250216,Coffee change ?,Other,1
17249270,bad,Global negative feedbacks,1
17250912,"Delicious panini, thank you!",Good taste,1
17250121,Chicken goo,Global negative feedbacks,1
17251128,Everyone was helpful and professional,Good services,1
17249070,"Any chance you could start making low carb options?""",Not enough options,1
17250253,Collection point not clearly marked,Global negative feedbacks,1
17256177,More choice of main dish would be great,Not enough options,1
17248816,Absolutely fabulous,Global positive feedbacks,1
17256940,"No bacon at all,no black pudding, paid for an extra hash brown and there was only 1, paid for extra beans and there wasn't any, 1 of the slices of toast was underneath all the food and hence completely soggy - basically not toast, poached eggs over cooked","Bad quality or taste,Wrong or missing order,Not enough options","1,1,1"
17253919,"Having to keep having these """"Rate me!"""" Items CONSTANTLY pop up when I want to order food and go is insufferable""",App to improve,1
17257479,Phenomenal!,Global positive feedbacks,1
17252191,Food was made 15 minutes after requested pick up time and there was no orange juice available when I went to pickup my order. A lot of other people were waiting on their pickup orders as well.,"Product not available,Waited too long","1,1"
17250207,"Clearly my food had been sitting there for a while (a co-worker even mentioned seeing it there) but it was never marked as completed on the app.""","Waited too long,Bad quality or taste","1,1"
17257140,"Not sure in the future if there can be indications on the meat in the food? Some meal name can be easily tell, but for this inhouse made sausage its unclear if its beef or pork and for some people with religious issue cannot eat beef or pork. Thx",App to improve,1
17257284,Order two dishes but only received one.,Wrong or missing order,1
17251844,Exvellent,Global positive feedbacks,1
17250165,Chicken was really good !,Good taste,1
17256281,My order is usually incorrect. Please read the notes so the order comes out correctly. Thank you!,Wrong or missing order,1
17255068,It was good service,Good services,1
17255219,Keep up the good work. Enjoy the weekend.,"Global positive feedbacks,Good services","1,1"
17257352,"Ordered juice and yogurt pot, concerned that i paid for them, and could of been taken from, as they were not bagged for pick up.",Wrong or missing order,1
17255165,"I've asked, the last 2 days, for an off menu item and both baristas have been very willing to make something close to what I was requesting. Making suggestions based on ingredients and never unkind because I'm ordering something different. I'm grateful",Good services,1
17256181,More gf,Not enough options,1
17255930,"Love to see more variety in the food, keep it up",Global positive feedbacks,1
17254042,I couldn’t scan my coffee. I had to pre order it. Process was slow and confusing.,"Bad service,Global negative feedbacks","1,1"
17253011,Great bacon,Good taste,1
17252223,Food was tasty and still warm,"Good taste,Good food temperature","1,1"
17254246,I ordered a salad to pick up and the sticker with my name on it was INSIDE the packaging! On top of the salad! Ugh...,Inappropriate packaging,1
17249037,Amazing 👏,Global positive feedbacks,1
17251223,Excellent chicken cslouvaki,Good taste,1
17257215,One star off just because it was a bit small. It was delicious otherwise.,"Good taste,Portion too small","1,1"
17252093,Food ok waited 20 mins again,"Good food quality,Waited too long","1,1"
17255199,"Just minor comment the tomato’s and cucumber were not good. Large cuts and cucumber thick without pealing .""",Bad quality or taste,1
17250231,Coffee today is undrinkable. Who ever brewed it clearly hasn't been shown how to brew coffee. Looks like weak tea. 🤮,Bad quality or taste,1
17249231,Awesome!!,Global positive feedbacks,1
17257459,Perfect 👌🏻👌🏻👌🏻,Global positive feedbacks,1
17257344,Ordered cottage pie with red cabbage. There was no red cabbage,Wrong or missing order,1
17251820,"Excellent, thanks!",Global positive feedbacks,1
17253204,Great service as always - thanks Callum,Good services,1
17256959,no caramel :(,Wrong or missing order,1
17255839,Little too much seasoning on the hash rows they were a little salty. Everything was still delicious. I love the new app and really appreciate our chef colleagues. Have a great day!,"Bad quality or taste,Good taste,App works well,Good services","1,1,1,1"
17253874,Half of the lettuce was bad…,Bad quality or taste,1
17257444,"Pasty rice, watery soup, asked for no cheese but got cheese..thx","Wrong or missing order,Bad quality or taste","1,1"
17251270,Excellent service and good,"Good services,Global positive feedbacks","1,1"
17257484,Picture shows yellow cheese while order was Swiss cheese,Misleading images,1
17257313,Order was wrong but remade.,"Wrong or missing order,Good services","1,1"
17255287,Less chips in quantity,Portion too small,1
17256948,No beans 😕 lol,Wrong or missing order,1
17250948,Delish,Good taste,1
17252988,great,Global positive feedbacks,1
17257605,Please stop putting the eggs on the biscuit.,Global negative feedbacks,1
17257553,Please can we have more variation in meals 😫,Not enough options,1
17249152,"As much as I miss interacting with the staff, I understand the safety with the new process. Food was great!","Good food quality,Good taste","1,1"
17249057,Andy is great at taking care of my breakfast order!,Good services,1
17255811,"Light casing, delicious fluffy filling,very fresh fruity flavour and not overly sweet! Perfect combination leaving you wanting more","Good food quality,Good taste","1,1"
17252909,Good ingredients but too much dressing. Kind of soggy when I did my on time pick up.,"Good food quality,Bad quality or taste","1,1"
17255161,ITS AMAIZING!!!!!!,Global positive feedbacks,1
17251169,Everything was great as usual,Global positive feedbacks,1
17249865,Best wrap ever,Good taste,1
17254022,I ate that waaaay too fast yesterday and was so sleepy but was delicious!!,Good taste,1
17248994,"Amazing coffee, thank you!",Good taste,1
17248996,amazing customer service,Good services,1
17257519,Pizza was tasty and right portion,Good taste,1
17252026,Food always great here!,Good food quality,1
17248922,Always fabulous,Global positive feedbacks,1
17252821,Fries were not cooked enough. Third time in a row. Felt like I was eating raw potatoes. The fries used to be so good.,Bad quality or taste,1
17254955,I’ve noticed when ordering food there are not many times available to pick up food. I think in the past orders could be picked up in 10 minute intervals but lately I’ve noticed intervals being half an hour. Please look into this issue,Global negative feedbacks,1
17253918,having these ridiculous questionnaires pop up every time I want a cola is itself enough to make me abandon this cafe as soon as I have acquired a refridgerator.,App to improve,1
17256097,Mihaela &amp; Lina gave the best customer service,Good services,1
17256258,My lunch box was almost leaking.,Inappropriate packaging,1
17257469,Perfectly cooked eggs and service with a smile,"Good services,Good food quality","1,1"
17253878,Hamburgers were not pink inside which is what I had hoped for.,Bad quality or taste,1
17251193,"Everytime I've left a special request, its not met. Today I ordered the global meal deal and specified 2nd side to be tabouleh and received couscous.",Wrong or missing order,1
17255949,Loved the lentils. Very healthy choice of protein. I encourage serving it more often.,"Good food quality,Good taste","1,1"
17249971,Brisket was mostly fat,Bad quality or taste,1
17254261,I ordered extra chicken pot but a cheese one came instead :-(,Wrong or missing order,1
17252911,Good job Lance,Good services,1
17255951,Loved the panini thank you.,Good taste,1
17256836,"Nashville Spice Chicken sandwich was great. I loved the texture and flavor. Crisp, yet tender.","Good taste,Good food quality","1,1"
17253177,Great salad as usual!,"Good taste,Good food quality","1,1"
17252973,Got the wrong order. I am pretty sure they were just mixed up with person in front of me but person at counter insisted it was the right thing.,"Wrong or missing order,Bad service","1,1"
17255197,Just label the saracha. Thought it was ketchup!,Inappropriate packaging,1
17249151,As I work shifts the food was still warm and very nice. Drink was missing but at the price of the meal that's not an issue,"Good food temperature,Good taste,Wrong or missing order","1,1,1"
17257514,Pizza was good but a little undercooked and stuck to the box. Usually much better but I know it's been busy lately. Thanks!,"Good taste,Bad quality or taste","1,1"
17253112,Great friendly service,Good services,1
17257273,Order not received!,Wrong or missing order,1
17253009,Great asada. Not a huge fan of that much cabbage. Kind of hard to eat a whole bite with everything on a fork.,"Good taste,Bad quality or taste","1,1"
17254199,I love the homemade chips! They are delicious and a good price. Food is already ready on time!,"Good taste,Arrived on time","1,1"
17253026,"Great burger. It would be nice to have some checkboxes on here to add fixings to the burger (lettuce, tomato, onion, bacon). I realize there’s a box to customize but I don’t know what ingredients you have to pick from.","Good taste,Not enough options,App to improve","1,1,1"
17250261,"Con: My burger patty was way overcooked/burnt.""",Bad quality or taste,1
17249890,bkhh7y6 .lund@veolia.com j ke is utterly h7 88 yy 66u6 oi i8i b u hiuj,Other,1
17256986,No food.,Wrong or missing order,1
17249915,"Bottled sodas expire too and can’t sit on the shelf forever. That was 5 months past.""",Bad quality or taste,1
17249213,"Awesome seafood stew. Do you by any chance have the nutritional information, particularly the various fats?","Good taste,App to improve","1,1"
17255911,Love the service pice and food,"Good taste,Good services","1,1"
17257074,Not a lot of flavor. I was expecting something with slight spice and found it to be quite bland.,Bad quality or taste,1
17257124,Not mixed very well,Bad quality or taste,1
17255955,Loved the salmon salad today - delicious,Good taste,1
17255996,Lovely service again today from Tracey she’s so helpful and always happy.,Good services,1
17252910,Good job,Global positive feedbacks,1
17257399,Package is good portion is big but the quality wast not good,Bad quality or taste,1
17254267,I ordered jelly with the toast but did not get any jelly in my order,Wrong or missing order,1
17257251,Order arrived quickly as always,Arrived on time,1
17248959,Always quick and friendly service :),"Good services,Arrived on time","1,1"
17248861,All good!,Global positive feedbacks,1
17254858,I think the quantities of brown sugar and cinnamon were mixed - way too much cinnamon and barely detectable brown sugar. Spinach also appeared to be missing from the omelette.,"Wrong or missing order,Bad quality or taste","1,1"
17250982,Did not receive the order.,Wrong or missing order,1
17253137,Great job with my last minute order,"Good services,Global positive feedbacks","1,1"
17253210,Great service as usual.,Good services,1
17253921,Hawaiian pizza was great,"Good taste,Good food quality","1,1"
17250959,DI,Other,1
17253029,"Great chicken strips, I liked the lighter breading. And the beer cheese soup was delicious! 👍👏","Good taste,Good food quality","1,1"
17249857,Best soup in the menu!,"Good taste,Good food quality","1,1"
17253207,Great service as always.,Good services,1
17252156,Food was good but a bit salty.,"Good food quality,Bad quality or taste","1,1"
17257261,Order didn’t show up!,Wrong or missing order,1
17252895,Good food,Good food quality,1
17252878,Good as always!,Global positive feedbacks,1
17254241,I ordered a grilled chicken salad and it came w salmon,Wrong or missing order,1
17251864,Fabulous service as always :-),Good services,1
17250833,Curry Portion too small,Portion too small,1
17249204,Awesome people and service.,Good services,1
17255971,Lovely coffee,Good taste,1
17254155,"I hate toasted bread, but they always make it toasted.",Wrong or missing order,1
17257786,ravioli hardcon edge not cooked. taste good,"Good taste,Bad quality or taste","1,1"
17248995,Amazing cookie. No joke. It was a big cookie and baked just enough that it was still soft.,Good taste,1
17255942,Loved loved loved the high protein salad served today! GREAT ADD!,Good taste,1
17256921,"Nice pizza, could do with a little less cheese and more sauce",Good taste,1
17253831,Greatness,Global positive feedbacks,1
17254212,I m lovin it,Global positive feedbacks,1
17253144,Great job. Flora!,Good services,1
17257270,Order Missing Swiss cheese (paid extra for it),Wrong or missing order,1
17250073,"Cauliflower sauce was a little spicy 🔥, quick service.","Arrived on time,Bad quality or taste","1,1"
17257206,"One of the egg yolks was broken, but order was fine otherwise. It would be great to have an egg whites option :)","Bad quality or taste,Not enough options","1,1"
17253273,Great stuff lovely staff,Good services,1
17252995,Great and quick service👍🏼.,"Good services,Arrived on time","1,1"
17254196,"I love that if I have dietary restrictions, can customize my order to reflect that and my order is for filled completely!","App works well,Good services","1,1"
17249088,App is not easy,App to improve,1
17250978,Did not prepared food with packaging as specified in the order,Wrong or missing order,1
17250111,Chicken and roti was a bit dry,Bad quality or taste,1
17252109,"Food quality was very good, but I had a couple of ingredients missing (grilled eggplant and olives)","Wrong or missing order,Good food quality","1,1"
17253193,Great service - thank you!,Good services,1
17253039,"Great combination, very tasty!","Good taste,Global positive feedbacks","1,1"
17251155,Everything was delicious,Good taste,1
17250867,Debra is awesome!!!!,Good services,1
17253845,Guava juice is the best. Very happy you finally got it ;) It is so good that I think it should be complimentary to every order!,Good taste,1
17257027,No red onions as mentioned. Needs less sauce,"Bad quality or taste,Wrong or missing order","1,1"
17252809,"Friendly, considerate to not shove all in same box.","Good services,Inappropriate packaging","1,1"
17256853,Need more of a variety of food. Don’t want burgers and sandwich everyday,Not enough options,1
17249945,Brill,Global positive feedbacks,1
17253900,Hash browns were a bit undercooked,Bad quality or taste,1
